	crisno	sentence_number_int_aligned	yhat_prompt_entity_yes_no
7101	306	1	
7102	306	2	
7103	306	3	
7104	306	4	
7105	306	5	
7106	306	6	
7107	306	7	
7108	306	8	
7109	306	9	
7110	306	10	
7111	306	11	
7112	306	12	
7113	306	13	
7114	306	14	
7115	306	15	
7116	306	16	
7117	306	17	
7118	306	18	
7119	306	19	
7120	306	20	
7121	306	21	
7122	307	1	
7123	307	2	
7124	307	3	
7125	307	4	
7126	307	5	
7127	307	6	
7128	307	7	
7129	307	8	
7130	307	9	
7131	307	10	
7132	307	11	
7133	307	12	
7134	307	13	
7135	307	14	
7136	307	15	
7137	307	16	
7138	307	17	
7139	307	18	
7140	307	19	
7141	307	20	
7142	307	21	
7143	307	22	
7144	307	23	
7145	307	24	
7146	307	25	
7147	307	26	
7148	307	27	
7149	307	28	
7150	307	29	
7151	307	30	
7152	307	31	
7153	307	32	
7154	307	33	
7155	307	34	
7156	307	35	
7157	307	36	
7158	307	37	
7159	307	38	
7160	307	39	
7161	307	40	
7162	307	41	
7163	307	42	
7164	307	43	
7165	307	44	
7166	308	1	
7167	308	2	
7168	308	3	
7169	308	4	
7170	308	5	
7171	308	6	
7172	308	7	
7173	308	8	
7174	308	9	
7175	308	10	
7176	308	11	
7177	308	12	
7178	308	13	
7179	309	1	
7180	309	2	
7181	309	3	
7182	309	4	
7183	309	5	
7184	309	6	
7185	309	7	
7186	309	8	
7187	309	9	
7188	309	10	
7189	309	11	
7190	309	12	
7191	309	13	
7192	309	14	
7193	309	15	
7194	309	16	
7195	309	17	
7196	309	18	
7197	309	19	
7198	309	20	
7199	309	21	
7200	309	22	
7201	309	23	
7202	309	24	
7203	309	25	
7204	309	26	
7205	309	27	
7206	309	28	
7207	309	29	
7208	309	30	
7209	309	31	
7210	309	32	
7211	309	33	
7212	309	34	
7213	309	35	
7214	309	36	
7215	309	37	
7216	309	38	
7217	309	39	
7218	309	40	
7219	309	41	
7220	309	42	
7221	309	43	
7222	309	44	
7223	309	45	
7224	309	46	
7225	309	47	
7226	309	48	
7227	309	49	
7228	309	50	
7229	309	51	
7230	309	52	
7231	309	53	
7232	309	54	
7233	309	55	
7234	309	56	
7235	310	1	
7236	310	2	
7237	310	3	
7238	310	4	
7239	310	5	
7240	310	6	
7241	310	7	
7242	310	8	
7243	310	9	
7244	310	10	
7245	310	11	
7246	310	12	
7247	310	13	
7248	310	14	
7249	310	15	
7250	310	16	
7251	310	17	
7252	310	18	
7253	310	19	
7254	310	20	
7255	310	21	
7256	310	22	
7257	310	23	
7258	310	24	
7259	310	25	
7260	310	26	
7261	310	27	
7262	311	1	
7263	311	2	
7264	311	3	
7265	311	4	
7266	311	5	
7267	311	6	
7268	311	7	
7269	311	8	
7270	311	9	
7271	311	10	
7272	311	11	
7273	311	12	
7274	311	13	
7275	311	14	
7276	311	15	
7277	311	16	
7278	311	17	
7279	311	18	
7280	311	19	
7281	311	20	
7282	311	21	
7283	311	22	
7284	311	23	
7285	311	24	
7286	311	25	
7287	311	26	
7288	311	27	
7289	311	28	
7290	311	29	
7291	311	30	
7292	311	31	
7293	311	32	
7294	311	33	
7295	312	1	
7296	312	2	
7297	312	3	
7298	312	4	
7299	312	5	
7300	312	6	
7301	312	7	
7302	312	8	
7303	312	9	
7304	312	10	
7305	312	11	
7306	312	12	
7307	312	13	
7308	312	14	
7309	312	15	
7310	312	16	
7311	312	17	
7312	312	18	
7313	312	19	
7314	313	1	
7315	313	2	
7316	313	3	
7317	313	4	
7318	313	5	
7319	313	6	
7320	313	7	
7321	313	8	
7322	313	9	
7323	313	10	
7324	313	11	
7325	313	12	
7326	313	13	
7327	313	14	
7328	313	15	
7329	313	16	
7330	314	1	
7331	314	2	
7332	314	3	
7333	314	4	
7334	314	5	
7335	314	6	
7336	314	7	
7337	314	8	
7338	314	9	
7339	314	10	
7340	314	11	
7341	314	12	
7342	314	13	
7343	314	14	
7344	314	15	
7345	314	16	
7346	314	17	
7347	314	18	
7348	314	19	
7349	314	20	
7350	314	21	
7351	314	22	
7352	314	23	
7353	314	24	
7354	315	1	
7355	315	2	
7356	315	3	
7357	315	4	
7358	315	5	
7359	315	6	
7360	315	7	
7361	315	8	
7362	315	9	
7363	315	10	
7364	315	11	
7365	315	12	
7366	315	13	
7367	315	14	
7368	315	15	
7369	315	16	
7370	315	17	
7371	315	18	
7372	315	19	
7373	315	20	
7374	315	21	
7375	315	22	
7376	315	23	
7377	315	24	
7378	315	25	
7379	315	26	
7380	315	27	
7381	315	28	
7382	315	29	
7383	315	30	
7384	315	31	
7385	315	32	
7386	316	1	
7387	316	2	
7388	316	3	
7389	316	4	
7390	316	5	
7391	316	6	
7392	316	7	
7393	316	8	
7394	316	9	
7395	316	10	
7396	316	11	
7397	316	12	
7398	316	13	
7399	316	14	
7400	316	15	
7401	316	16	
7402	316	17	
7403	316	18	
7404	316	19	
7405	316	20	
7406	316	21	
7407	316	22	
7408	316	23	
7409	316	24	
7410	316	25	
7411	317	1	
7412	317	2	
7413	317	3	
7414	317	4	
7415	317	5	
7416	317	6	
7417	317	7	
7418	317	8	
7419	317	9	
7420	317	10	
7421	317	11	
7422	317	12	
7423	317	13	
7424	317	14	
7425	317	15	
7426	317	16	
7427	317	17	
7428	317	18	
7429	317	19	
7430	317	20	
7431	317	21	
7432	317	22	
7433	317	23	
7434	317	24	
7435	317	25	
7436	317	26	
7437	317	27	
7438	317	28	
7439	317	29	
7440	317	30	
7441	317	31	
7442	317	32	
7443	317	33	
7444	317	34	
7445	317	35	
7446	317	36	
7447	317	37	
7448	317	38	
7449	318	1	
7450	318	2	
7451	318	3	
7452	318	4	
7453	318	5	
7454	318	6	
7455	318	7	
7456	318	8	
7457	318	9	
7458	318	10	
7459	318	11	
7460	318	12	
7461	318	13	
7462	318	14	
7463	318	15	
7464	318	16	
7465	318	17	
7466	318	18	
7467	318	19	
7468	318	20	
7469	319	1	
7470	319	2	
7471	319	3	
7472	319	4	
7473	319	5	
7474	319	6	
7475	319	7	
7476	319	8	
7477	319	9	
7478	319	10	
7479	319	11	
7480	319	12	
7481	319	13	
7482	319	14	
7483	319	15	
7484	319	16	
7485	319	17	
7486	319	18	
7487	319	19	
7488	320	1	
7489	320	2	
7490	320	3	
7491	320	4	
7492	320	5	
7493	320	6	
7494	320	7	
7495	320	8	
7496	320	9	
7497	320	10	
7498	321	1	
7499	321	2	
7500	321	3	
7501	321	4	
7502	321	5	
7503	321	6	
7504	321	7	
7505	321	8	
7506	321	9	
7507	321	10	
7508	321	11	
7509	321	12	
7510	321	13	
7511	321	14	
7512	321	15	
7513	321	16	
7514	321	17	
7515	321	18	
7516	321	19	
7517	321	20	
7518	321	21	
7519	321	22	
7520	321	23	
7521	321	24	
7522	321	25	
7523	321	26	
7524	321	27	
7525	321	28	
7526	321	29	
7527	321	30	
7528	321	31	
7529	321	32	
7530	321	33	
7531	321	34	
7532	322	1	
7533	322	2	
7534	322	3	
7535	322	4	
7536	322	5	
7537	322	6	
7538	322	7	
7539	322	8	
7540	322	9	
7541	322	10	
7542	322	11	
7543	322	12	
7544	322	13	
7545	322	14	
7546	322	15	
7547	322	16	
7548	322	17	
7549	322	18	
7550	322	19	
7551	322	20	
7552	322	21	
7553	322	22	
7554	322	23	
7555	322	24	
7556	322	25	
7557	322	26	
7558	323	1	
7559	323	2	
7560	323	3	
7561	323	4	
7562	323	5	
7563	323	6	
7564	323	7	
7565	323	8	
7566	323	9	
7567	323	10	
7568	323	11	
7569	323	12	
7570	324	1	
7571	324	2	
7572	324	3	
7573	324	4	
7574	324	5	
7575	324	6	
7576	324	7	
7577	324	8	
7578	324	9	
7579	324	10	
7580	324	11	
7581	324	12	
7582	324	13	
7583	324	14	
7584	324	15	
7585	324	16	
7586	324	17	
7587	324	18	
7588	324	19	
7589	324	20	
7590	324	21	
7591	325	1	
7592	325	2	
7593	325	3	
7594	325	4	
7595	325	5	
7596	325	6	
7597	325	7	
7598	325	8	
7599	325	9	
7600	325	10	
7601	325	11	
7602	325	12	
7603	325	13	
7604	325	14	
7605	325	15	
7606	325	16	
7607	325	17	
7608	325	18	
7609	325	19	
7610	325	20	
7611	325	21	
7612	325	22	
7613	325	23	
7614	325	24	
7615	325	25	
7616	325	26	
7617	326	1	
7618	326	2	
7619	326	3	
7620	326	4	
7621	326	5	
7622	326	6	
7623	326	7	
7624	326	8	
7625	326	9	
7626	326	10	
7627	326	11	
7628	326	12	
7629	326	13	
7630	326	14	
7631	326	15	
7632	326	16	
7633	326	17	
7634	326	18	
7635	326	19	
7636	326	20	
7637	326	21	
7638	326	22	
7639	327	1	
7640	327	2	
7641	327	3	
7642	327	4	
7643	327	5	
7644	327	6	
7645	327	7	
7646	327	8	
7647	327	9	
7648	327	10	
7649	327	11	
7650	327	12	
7651	327	13	
7652	327	14	
7653	327	15	
7654	327	16	
7655	327	17	
7656	327	18	
7657	327	19	
7658	328	1	
7659	328	2	
7660	328	3	
7661	328	4	
7662	328	5	
7663	328	6	
7664	328	7	
7665	328	8	
7666	328	9	
7667	328	10	
7668	328	11	
7669	328	12	
7670	328	13	
7671	328	14	
7672	328	15	
7673	328	16	
7674	328	17	
7675	328	18	
7676	328	19	
7677	328	20	
7678	329	1	
7679	329	2	
7680	329	3	
7681	329	4	
7682	329	5	
7683	329	6	
7684	329	7	
7685	329	8	
7686	329	9	
7687	329	10	
7688	329	11	
7689	329	12	
7690	329	13	
7691	329	14	
7692	329	15	
7693	329	16	
7694	330	1	
7695	330	2	
7696	330	3	
7697	330	4	
7698	330	5	
7699	330	6	
7700	330	7	
7701	330	8	
7702	330	9	
7703	330	10	
7704	330	11	
7705	330	12	
7706	330	13	
7707	330	14	
7708	330	15	
7709	330	16	
7710	330	17	
7711	331	1	
7712	331	2	
7713	331	3	
7714	331	4	
7715	331	5	
7716	331	6	
7717	331	7	
7718	331	8	
7719	331	9	
7720	331	10	
7721	331	11	
7722	331	12	
7723	331	13	
7724	331	14	
7725	331	15	
7726	331	16	
7727	331	17	
7728	331	18	
7729	331	19	
7730	331	20	
7731	332	1	
7732	332	2	
7733	332	3	
7734	332	4	
7735	332	5	
7736	332	6	
7737	332	7	
7738	332	8	
7739	332	9	
7740	332	10	
7741	332	11	
7742	332	12	
7743	332	13	
7744	332	14	
7745	332	15	
7746	332	16	
7747	332	17	
7748	332	18	
7749	332	19	
7750	332	20	
7751	332	21	
7752	332	22	
7753	332	23	
7754	333	1	
7755	333	2	
7756	333	3	
7757	333	4	
7758	333	5	
7759	333	6	
7760	333	7	
7761	333	8	
7762	333	9	
7763	333	10	
7764	333	11	
7765	333	12	
7766	333	13	
7767	333	14	
7768	333	15	
7769	333	16	
7770	333	17	
7771	333	18	
7772	333	19	
7773	333	20	
7774	333	21	
7775	333	22	
7776	333	23	
7777	333	24	
7778	333	25	
7779	333	26	
7780	333	27	
7781	333	28	
7782	333	29	
7783	334	1	
7784	334	2	
7785	334	3	
7786	334	4	
7787	334	5	
7788	334	6	
7789	334	7	
7790	334	8	
7791	334	9	
7792	334	10	
7793	334	11	
7794	334	12	
7795	334	13	
7796	334	14	
7797	334	15	
7798	334	16	
7799	334	17	
7800	334	18	
7801	335	1	
7802	335	2	
7803	335	3	
7804	335	4	
7805	335	5	
7806	335	6	
7807	335	7	
7808	335	8	
7809	335	9	
7810	335	10	
7811	335	11	
7812	335	12	
7813	335	13	
7814	335	14	
7815	335	15	
7816	335	16	
7817	335	17	
7818	335	18	
7819	335	19	
7820	335	20	
7821	335	21	
7822	335	22	
7823	335	23	
7824	335	24	
7825	335	25	
7826	335	26	
7827	335	27	
7828	335	28	
7829	335	29	
7830	335	30	
7831	335	31	
7832	335	32	
7833	335	33	
7834	335	34	
7835	335	35	
7836	335	36	
7837	335	37	
7838	335	38	
7839	335	39	
7840	335	40	
7841	336	1	
7842	336	2	
7843	336	3	
7844	336	4	
7845	336	5	
7846	336	6	
7847	336	7	
7848	336	8	
7849	336	9	
7850	336	10	
7851	336	11	
7852	336	12	
7853	336	13	
7854	336	14	
7855	336	15	
7856	336	16	
7857	336	17	
7858	336	18	
7859	336	19	
7860	336	20	
7861	336	21	
7862	336	22	
7863	336	23	
7864	336	24	
7865	336	25	
7866	336	26	
7867	336	27	
7868	336	28	
7869	336	29	
7870	336	30	
7871	336	31	
7872	336	32	
7873	336	33	
7874	336	34	
7875	336	35	
7876	336	36	
7877	336	37	
7878	336	38	
7879	336	39	
7880	336	40	
7881	336	41	
7882	336	42	
7883	336	43	
7884	336	44	
7885	336	45	
7886	336	46	
7887	336	47	
7888	336	48	
7889	336	49	
7890	336	50	
7891	337	1	
7892	337	2	
7893	337	3	
7894	337	4	
7895	337	5	
7896	337	6	
7897	337	7	
7898	337	8	
7899	337	9	
7900	337	10	
7901	337	11	
7902	337	12	
7903	337	13	
7904	337	14	
7905	337	15	
7906	337	16	
7907	337	17	
7908	337	18	
7909	337	19	
7910	337	20	
7911	337	21	
7912	337	22	
7913	337	23	
7914	337	24	
7915	337	25	
7916	337	26	
7917	337	27	
7918	337	28	
7919	337	29	
7920	337	30	
7921	337	31	
7922	337	32	
7923	337	33	
7924	337	34	
7925	337	35	
7926	337	36	
7927	337	37	
7928	337	38	
7929	337	39	
7930	337	40	
7931	337	41	
7932	337	42	
7933	337	43	
7934	337	44	
7935	337	45	
7936	338	1	
7937	338	2	
7938	338	3	
7939	338	4	
7940	338	5	
7941	338	6	
7942	338	7	
7943	338	8	
7944	338	9	
7945	338	10	
7946	338	11	
7947	338	12	
7948	339	1	
7949	339	2	
7950	339	3	
7951	339	4	
7952	339	5	
7953	339	6	
7954	339	7	
7955	339	8	
7956	339	9	
7957	339	10	
7958	339	11	
7959	339	12	
7960	339	13	
7961	339	14	
7962	339	15	
7963	340	1	
7964	340	2	
7965	340	3	
7966	340	4	
7967	340	5	
7968	340	6	
7969	340	7	
7970	340	8	
7971	340	9	
7972	340	10	
7973	340	11	
7974	340	12	
7975	340	13	
7976	340	14	
7977	340	15	
7978	340	16	
7979	340	17	
7980	340	18	
7981	340	19	
7982	340	20	
7983	340	21	
7984	340	22	
7985	340	23	
7986	340	24	
7987	340	25	
7988	341	1	
7989	341	2	
7990	341	3	
7991	341	4	
7992	341	5	
7993	341	6	
7994	341	7	
7995	341	8	
7996	341	9	
7997	341	10	
7998	341	11	
7999	341	12	
8000	341	13	
8001	341	14	
8002	341	15	
8003	341	16	
8004	341	17	
8005	341	18	
8006	342	1	
8007	342	2	
8008	342	3	
8009	342	4	
8010	342	5	
8011	342	6	
8012	342	7	
8013	342	8	
8014	342	9	
8015	342	10	
8016	342	11	
8017	342	12	
8018	342	13	
8019	342	14	
8020	342	15	
8021	342	16	
8022	342	17	
8023	342	18	
8024	342	19	
8025	342	20	
8026	342	21	
8027	342	22	
8028	342	23	
8029	342	24	
8030	342	25	
8031	342	26	
8032	342	27	
8033	342	28	
8034	342	29	
8035	342	30	
8036	342	31	
8037	342	32	
8038	342	33	
8039	342	34	
8040	342	35	
8041	342	36	
8042	342	37	
8043	343	1	
8044	343	2	
8045	343	3	
8046	343	4	
8047	343	5	
8048	343	6	
8049	343	7	
8050	343	8	
8051	343	9	
8052	343	10	
8053	343	11	
8054	343	12	
8055	343	13	
8056	343	14	
8057	343	15	
8058	343	16	
8059	343	17	
8060	343	18	
8061	343	19	
8062	343	20	
8063	343	21	
8064	343	22	
8065	343	23	
8066	343	24	
8067	343	25	
8068	343	26	
8069	343	27	
8070	343	28	
8071	343	29	
8072	343	30	
8073	343	31	
8074	343	32	
8075	343	33	
8076	343	34	
8077	343	35	
8078	343	36	
8079	343	37	
8080	343	38	
8081	343	39	
8082	343	40	
8083	343	41	
8084	343	42	
8085	344	1	
8086	344	2	
8087	344	3	
8088	344	4	
8089	344	5	
8090	344	6	
8091	344	7	
8092	344	8	
8093	344	9	
8094	344	10	
8095	344	11	
8096	344	12	
8097	344	13	
8098	344	14	
8099	344	15	
8100	344	16	
8101	344	17	
8102	344	18	
8103	344	19	
8104	344	20	
8105	344	21	
8106	344	22	
8107	344	23	
8108	344	24	
8109	344	25	
8110	344	26	
8111	344	27	
8112	345	1	
8113	345	2	
8114	345	3	
8115	345	4	
8116	345	5	
8117	345	6	
8118	345	7	
8119	345	8	
8120	345	9	
8121	345	10	
8122	345	11	
8123	345	12	
8124	345	13	
8125	346	1	
8126	346	2	
8127	346	3	
8128	346	4	
8129	346	5	
8130	346	6	
8131	346	7	
8132	346	8	
8133	346	9	
8134	346	10	
8135	346	11	
8136	346	12	
8137	346	13	
8138	346	14	
8139	346	15	
8140	346	16	
8141	347	1	
8142	347	2	
8143	347	3	
8144	347	4	
8145	347	5	
8146	347	6	
8147	347	7	
8148	347	8	
8149	347	9	
8150	347	10	
8151	347	11	
8152	347	12	
8153	347	13	
8154	347	14	
8155	347	15	
8156	347	16	
8157	347	17	
8158	347	18	
8159	347	19	
8160	347	20	
8161	347	21	
8162	347	22	
8163	347	23	
8164	348	1	
8165	348	2	
8166	348	3	
8167	348	4	
8168	348	5	
8169	348	6	
8170	348	7	
8171	348	8	
8172	348	9	
8173	348	10	
8174	348	11	
8175	348	12	
8176	348	13	
8177	348	14	
8178	348	15	
8179	348	16	
8180	348	17	
8181	348	18	
8182	348	19	
8183	348	20	
8184	348	21	
8185	348	22	
8186	348	23	
8187	348	24	
8188	348	25	
8189	348	26	
8190	348	27	
8191	348	28	
8192	348	29	
8193	348	30	
8194	348	31	
8195	348	32	
8196	348	33	
8197	348	34	
8198	348	35	
8199	348	36	
8200	348	37	
8201	348	38	
8202	348	39	
8203	348	40	
8204	348	41	
8205	348	42	
8206	348	43	
8207	349	1	
8208	349	2	
8209	349	3	
8210	349	4	
8211	349	5	
8212	349	6	
8213	349	7	
8214	349	8	
8215	349	9	
8216	349	10	
8217	349	11	
8218	349	12	
8219	349	13	
8220	349	14	
8221	349	15	
8222	350	1	
8223	350	2	
8224	350	3	
8225	350	4	
8226	350	5	
8227	350	6	
8228	350	7	
8229	350	8	
8230	350	9	
8231	350	10	
8232	350	11	
8233	350	12	
8234	350	13	
8235	350	14	
8236	350	15	
8237	350	16	
8238	350	17	
8239	351	1	
8240	351	2	
8241	351	3	
8242	351	4	
8243	351	5	
8244	351	6	
8245	351	7	
8246	351	8	
8247	351	9	
8248	351	10	
8249	351	11	
8250	351	12	
8251	351	13	
8252	351	14	
8253	351	15	
8254	352	1	
8255	352	2	
8256	352	3	
8257	352	4	
8258	352	5	
8259	352	6	
8260	352	7	
8261	352	8	
8262	352	9	
8263	352	10	
8264	352	11	
8265	352	12	
8266	352	13	
8267	352	14	
8268	352	15	
8269	352	16	
8270	352	17	
8271	352	18	
8272	352	19	
8273	353	1	
8274	353	2	
8275	353	3	
8276	353	4	
8277	353	5	
8278	353	6	
8279	353	7	
8280	353	8	
8281	353	9	
8282	353	10	
8283	353	11	
8284	353	12	
8285	353	13	
8286	353	14	
8287	353	15	
8288	353	16	
8289	353	17	
8290	353	18	
8291	353	19	
8292	353	20	
8293	353	21	
8294	353	22	
8295	353	23	
8296	353	24	
8297	353	25	
8298	354	1	
8299	354	2	
8300	354	3	
8301	354	4	
8302	354	5	
8303	354	6	
8304	354	7	
8305	354	8	
8306	354	9	
8307	354	10	
8308	354	11	
8309	354	12	
8310	354	13	
8311	354	14	
8312	354	15	
8313	354	16	
8314	354	17	
8315	354	18	
8316	354	19	
8317	354	20	
8318	354	21	
8319	354	22	
8320	354	23	
8321	354	24	
8322	354	25	
8323	355	1	
8324	355	2	
8325	355	3	
8326	355	4	
8327	355	5	
8328	355	6	
8329	355	7	
8330	355	8	
8331	355	9	
8332	355	10	
8333	355	11	
8334	355	12	
8335	355	13	
8336	355	14	
8337	355	15	
8338	355	16	
8339	356	1	
8340	356	2	
8341	356	3	
8342	356	4	
8343	356	5	
8344	356	6	
8345	356	7	
8346	356	8	
8347	356	9	
8348	356	10	
8349	356	11	
8350	356	12	
8351	356	13	
8352	356	14	
8353	356	15	
8354	356	16	
8355	356	17	
8356	356	18	
8357	356	19	
8358	356	20	
8359	356	21	
8360	357	1	
8361	357	2	
8362	357	3	
8363	357	4	
8364	357	5	
8365	357	6	
8366	357	7	
8367	357	8	
8368	357	9	
8369	357	10	
8370	357	11	
8371	357	12	
8372	357	13	
8373	357	14	
8374	357	15	
8375	358	1	
8376	358	2	
8377	358	3	
8378	358	4	
8379	358	5	
8380	358	6	
8381	358	7	
8382	358	8	
8383	358	9	
8384	358	10	
8385	358	11	
8386	358	12	
8387	358	13	
8388	358	14	
8389	358	15	
8390	358	16	
8391	358	17	
8392	358	18	
8393	358	19	
8394	358	20	
8395	358	21	
8396	358	22	
8397	358	23	
8398	358	24	
8399	358	25	
8400	358	26	
8401	359	1	
8402	359	2	
8403	359	3	
8404	359	4	
8405	359	5	
8406	359	6	
8407	359	7	
8408	359	8	
8409	359	9	
8410	359	10	
8411	359	11	
8412	359	12	
8413	359	13	
8414	359	14	
8415	359	15	
8416	360	1	
8417	360	2	
8418	360	3	
8419	360	4	
8420	360	5	
8421	360	6	
8422	360	7	
8423	360	8	
8424	360	9	
8425	360	10	
8426	360	11	
8427	360	12	
8428	360	13	
8429	360	14	
8430	360	15	
8431	360	16	
8432	360	17	
8433	360	18	
8434	361	1	
8435	361	2	
8436	361	3	
8437	361	4	
8438	361	5	
8439	361	6	
8440	361	7	
8441	361	8	
8442	361	9	
8443	361	10	
8444	361	11	
8445	361	12	
8446	361	13	
8447	361	14	
8448	361	15	
8449	361	16	
8450	361	17	
8451	361	18	
8452	361	19	
8453	361	20	
8454	361	21	
8455	361	22	
8456	361	23	
8457	361	24	
8458	361	25	
8459	361	26	
8460	361	27	
8461	361	28	
8462	361	29	
8463	361	30	
8464	361	31	
8465	361	32	
8466	361	33	
8467	362	1	
8468	362	2	
8469	362	3	
8470	362	4	
8471	362	5	
8472	362	6	
8473	362	7	
8474	362	8	
8475	362	9	
8476	362	10	
8477	362	11	
8478	362	12	
8479	362	13	
8480	362	14	
8481	362	15	
8482	362	16	
8483	362	17	
8484	362	18	
8485	362	19	
8486	362	20	
8487	362	21	
8488	362	22	
8489	363	1	
8490	363	2	
8491	363	3	
8492	363	4	
8493	363	5	
8494	363	6	
8495	363	7	
8496	363	8	
8497	363	9	
8498	363	10	
8499	363	11	
8500	363	12	
8501	363	13	
8502	363	14	
8503	363	15	
8504	363	16	
8505	363	17	
8506	363	18	
8507	363	19	
8508	363	20	
8509	363	21	
8510	363	22	
8511	363	23	
8512	363	24	
8513	363	25	
8514	363	26	
8515	363	27	
8516	363	28	
8517	363	29	
8518	363	30	
8519	363	31	
8520	363	32	
8521	363	33	
8522	363	34	
8523	363	35	
8524	363	36	
8525	364	1	
8526	364	2	
8527	364	3	
8528	364	4	
8529	364	5	
8530	364	6	
8531	364	7	
8532	364	8	
8533	364	9	
8534	364	10	
8535	364	11	
8536	364	12	
8537	364	13	
8538	364	14	
8539	364	15	
8540	365	1	
8541	365	2	
8542	365	3	
8543	365	4	
8544	365	5	
8545	365	6	
8546	365	7	
8547	365	8	
8548	365	9	
8549	365	10	
8550	365	11	
8551	365	12	
8552	365	13	
8553	365	14	
8554	365	15	
8555	365	16	
8556	366	1	
8557	366	2	
8558	366	3	
8559	366	4	
8560	366	5	
8561	366	6	
8562	366	7	
8563	366	8	
8564	366	9	
8565	366	10	
8566	366	11	
8567	366	12	
8568	366	13	
8569	366	14	
8570	366	15	
8571	366	16	
8572	366	17	
8573	366	18	
8574	366	19	
8575	366	20	
8576	366	21	
8577	367	1	
8578	367	2	
8579	367	3	
8580	367	4	
8581	367	5	
8582	367	6	
8583	367	7	
8584	367	8	
8585	367	9	
8586	367	10	
8587	367	11	
8588	367	12	
8589	367	13	
8590	368	1	
8591	368	2	
8592	368	3	
8593	368	4	
8594	368	5	
8595	368	6	
8596	368	7	
8597	368	8	
8598	368	9	
8599	368	10	
8600	368	11	
8601	368	12	
8602	368	13	
8603	368	14	
8604	368	15	
8605	368	16	
8606	368	17	
8607	368	18	
8608	368	19	
8609	368	20	
8610	368	21	
8611	368	22	
8612	368	23	
8613	368	24	
8614	368	25	
8615	368	26	
8616	368	27	
8617	368	28	
8618	368	29	
8619	369	1	
8620	369	2	
8621	369	3	
8622	369	4	
8623	369	5	
8624	369	6	
8625	369	7	
8626	369	8	
8627	369	9	
8628	369	10	
8629	369	11	
8630	369	12	
8631	369	13	
8632	369	14	
8633	369	15	
8634	369	16	
8635	369	17	
8636	369	18	
8637	369	19	
8638	369	20	
8639	369	21	
8640	370	1	
8641	370	2	
8642	370	4	
8643	370	5	
8644	370	6	
8645	370	7	
8646	370	8	
8647	370	9	
8648	370	10	
8649	370	11	
8650	370	12	
8651	370	13	
8652	370	14	
8653	370	15	
8654	370	16	
8655	370	17	
8656	370	18	
8657	370	19	
8658	370	20	
8659	370	21	
8660	370	22	
8661	370	23	
8662	370	24	
8663	370	25	
8664	370	26	
8665	370	27	
8666	370	28	
8667	370	29	
8668	370	30	
8669	370	31	
8670	370	32	
8671	370	33	
8672	370	34	
8673	370	35	
8674	370	36	
8675	370	37	
8676	370	38	
8677	370	39	
8678	370	40	
8679	370	41	
8680	370	42	
8681	370	43	
8682	370	44	
8683	370	45	
8684	370	46	
8685	370	47	
8686	371	1	
8687	371	2	
8688	371	3	
8689	371	4	
8690	371	5	
8691	371	6	
8692	371	7	
8693	371	8	
8694	371	9	
8695	371	10	
8696	371	11	
8697	371	12	
8698	371	13	
8699	371	14	
8700	371	15	
8701	371	16	
8702	371	17	
8703	372	1	
8704	372	2	
8705	372	3	
8706	372	4	
8707	372	5	
8708	372	6	
8709	372	7	
8710	372	8	
8711	372	9	
8712	372	10	
8713	372	11	
8714	372	12	
8715	372	13	
8716	372	14	
8717	372	15	
8718	372	16	
8719	372	17	
8720	372	18	
8721	372	19	
8722	372	20	
8723	372	21	
8724	372	22	
8725	372	23	
8726	372	24	
8727	372	25	
8728	372	26	
8729	372	27	
8730	372	28	
8731	372	29	
8732	372	30	
8733	372	31	
8734	373	1	
8735	373	2	
8736	373	3	
8737	373	4	
8738	373	5	
8739	373	6	
8740	373	7	
8741	373	8	
8742	373	9	
8743	373	10	
8744	373	11	
8745	373	12	
8746	373	13	
8747	373	14	
8748	374	1	
8749	374	2	
8750	374	3	
8751	374	4	
8752	374	5	
8753	374	6	
8754	374	7	
8755	374	8	
8756	374	9	
8757	374	10	
8758	374	11	
8759	374	12	
8760	374	13	
8761	374	14	
8762	374	15	
8763	374	16	
8764	374	17	
8765	374	18	
8766	374	19	
8767	374	20	
8768	374	21	
8769	374	22	
8770	374	23	
8771	374	24	
8772	374	25	
8773	375	1	
8774	375	2	
8775	375	3	
8776	375	4	
8777	375	5	
8778	375	6	
8779	375	7	
8780	375	8	
8781	375	9	
8782	375	10	
8783	375	11	
8784	375	12	
8785	375	13	
8786	375	14	
8787	375	15	
8788	375	16	
8789	375	17	
8790	375	18	
8791	375	19	
8792	375	20	
8793	375	21	
8794	375	22	
8795	375	23	
8796	375	24	
8797	375	25	
8798	375	26	
8799	375	27	
8800	375	28	
8801	375	29	
8802	375	30	
8803	375	31	
8804	375	32	
8805	375	33	
8806	375	34	
8807	376	1	
8808	376	2	
8809	376	3	
8810	376	4	
8811	376	5	
8812	376	6	
8813	376	7	
8814	376	8	
8815	376	9	
8816	376	10	
8817	376	11	
8818	376	12	
8819	376	13	
8820	376	14	
8821	376	15	
8822	376	16	
8823	376	17	
8824	376	18	
8825	376	19	
8826	376	20	
8827	376	21	
8828	376	22	
8829	376	23	
8830	376	24	
8831	376	25	
8832	376	26	
8833	376	27	
8834	376	28	
8835	376	29	
8836	376	30	
8837	376	31	
8838	377	1	
8839	377	2	
8840	377	3	
8841	377	4	
8842	377	5	
8843	377	6	
8844	377	7	
8845	377	8	
